Z3700_Compressor_Screw_CapacityControl(ZI-Z37050/AI1.PV),Z3700_Compressor_Screw_CaseVibrationNDEMaleRotor(VI-V37050/AI1.PV),Z3700_Compressor_Screw_DischargePressure(PI-P37051/AI1.PV),Z3700_Compressor_Screw_DischargeTemperature(TI-T37051/AI1.PV),Z3700_Compressor_Screw_SuctionPressure(PI-P37050/AI1.PV),Z3700_Compressor_Screw_SuctionTemperature(TI-T37050/AI1.PV),Z3700_CoolingSystemCollection_CoolingFluidTemperatureCold(TI-T37130/AI1.PV),Z3700_CoolingSystemCollection_CoolingFluidTemperatureWarm(TI-T37131/AI1.PV),Z3700_CoolingSystemCollection_CoolingMassFlow(FI-F37130/AI1.PV),Z3700_CoolingSystemCollection_CoolingPressure(PI-P37130/AI1.PV),Z3700_HeatExchanger_InletTemperatureHot(TI-T37054/AI1.PV),Z3700_HeatExchanger_OutletTemperatureHot(TI-T37053/AI1.PV),Z3700_Motor_Current(II-37062/AI1.PV),Z3700_Motor_RadialBearingDETemperature1(TI-T37059/AI1.PV),Z3700_Motor_RadialBearingNDETemperature1(TI-T37060/AI1.PV),Z3700_Motor_StatorTemperatureA1(TI-T37056/AI1.PV),Z3700_Motor_StatorTemperatureB1(TI-T37057/AI1.PV),Z3700_Motor_StatorTemperatureC1(TI-T37058/AI1.PV),Z3700_OilSystem_OilPressure1(PI-P37054/AI1.PV),Z3700_OilSystem_OilPressure2(PI-P37053/AI1.PV),Z3700_OilSystem_OilTemperature(TI-T37055/AI1.PV),Z3700_Vessel_VesselLevel(LI-L37050-1/AI1.PV),OutsideTemperature
100,1.1,13.9,70.6,6.13,10.6999989,29.29589,32.888916,1319.39453,4.994564,20.8000011,15.4999971,23,70.3,52.2,88.5,87.1,87.6,17.2,12.5,51.1999969,19.6199989,33.265625
100,1.1,13.9,70.6,6.13,10.6999989,29.29589,32.888916,1319.39453,4.994564,20.8000011,15.4999971,23,70.3,52.2,88.5,87.1,87.6,17.2,12.5,51.1999969,19.6199989,32.05625153
100,1.1,14,70.6,6.13,10.6999989,29.29589,32.888916,1319.39453,4.994564,20.8000011,15.4999971,23,70.3,52.2,88.5,87.1,87.6,17.2,12.5,51.1999969,19.6199989,31.47812462
100,1.1,14,70.2999954,6.13,10.6999989,29.29589,32.888916,1319.39453,4.994564,20.8000011,15.4999971,23,70.3,52.2,88.5,87.1,87.6,17.2,12.5,51.1999969,19.6199989,31.07187462
100,1.1,13.9,71.2000046,6.13,10.6999989,29.29589,32.888916,1319.39453,4.994564,20.8000011,15.4999971,23,70.3,52.2,88.5,87.1,87.6,17.2,12.5,51.1999969,19.6199989,30.95000076
100,1.1,13.9,72.3,6.13,10.6999989,29.29589,33.57557,1319.69946,4.994564,20.8000011,15.4999971,23,70.3,52.2,88.5,87.1,87.6,17.2,12.5,51.1999969,19.6199989,30.91250038
100,1.1,13.9,70.7000046,6.13,10.6999989,30.0445385,33.57557,1316.76917,4.994564,20.8000011,15.4999971,23,70.7000046,50.6,87.9,86.4,87.1,17.2,12.5,51.1999969,19.6199989,30.73750114
100,1.1,14.1,72.5,6.06,10.6999989,30.0445385,33.57557,1314.48584,4.994564,20.8000011,15.100008,23,70.7000046,50.4,87.8,86.2,86.9,17.4,12.5,52.8,19.53,30.42812729
100,1.1,14.1,72.5,6.06,10.6999989,30.0445385,33.6494827,1314.17981,4.994564,20.8000011,14.8999987,23,70.2000046,49.7,87.5,86,86.7,17.4,12.6,52.3,19.53,30.54999924
100,0.900000036,14.1,70.2999954,6.06,10.2999983,30.0445385,33.6494827,1320.59326,4.994564,20.8000011,15.100008,23,69.8,49.5,87.5,86,86.7,17.4,12.6,52.1000023,19.59,30.625
100,0.900000036,14.1,72.5,6.06,10.2999983,30.0445385,33.6494827,1322.03467,4.994564,20.3000011,15.100008,23,69.8,49.6,87.5,85.9,86.5,17.4,12.5,52.6000023,19.6199989,30.40624809
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,29.421875
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,29.39999962
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,29.47500038
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,29.77499962
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,30.04375076
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,29.19687653
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,28.84374809
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,28.35625076
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,28.19062424
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,27.96562576
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,27.91250038
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,28.11562347
100,0.900000036,13.9,70.7999954,6.06,10.2999983,30.0445385,33.6494827,1307.20142,4.994564,20.3000011,14.8999987,23,70.5,49.5,87.3,85.7,86.2999954,17.4,12.6,52.1000023,19.44,28.01874924
100,0.900000036,13.500001,67.4,6.06,9.799999,28.5138664,33.6494827,1318.1333,4.994564,20.3000011,14.4,23,68.6,47.3,85,83.4,86.2999954,16.8,11.9000006,50.8999939,19.44,27.59375
100,0.900000036,13.4000006,70.2000046,6.06,9.799999,28.5138664,33.6494827,1313.07727,4.994564,19.7000027,14.4,23,68.1,47,84.6,82.7000046,86.2999954,16.8,11.9000006,50.8999939,19.44,27.28437424
100,0.900000036,13.4000006,69.00001,6.06,9.799999,28.2134571,31.74449,1321.08069,4.994564,19.5,14.3000011,23,67.9,46.5,84,82.3,86.2999954,16.8,11.9000006,50.3999939,19.36,27.19687462
100,0.900000036,13.4000006,66.99999,6.06,9.799999,28.2134571,31.74449,1315.68921,4.994564,19.5,14.3000011,23,67.4,46.5,83.4,81.9,86.2999954,16.8,11.9000006,50.5,19.36,26.96250153
100,0.900000036,13.4000006,69.9,6.06,9.799999,28.13716,31.656271,1321.48682,4.994564,19.5,14.3000011,23,67,46.8,83.4,81.6,86.2999954,16.8,11.9000006,50.6999969,19.36,27.046875
100,0.900000036,13.3,69.2000046,6.06,9.799999,28.13716,31.656271,1318.764,4.994564,19.7000027,14.3000011,23,66.9,46.8,83.2000046,81.6,86.2999954,16.8,11.8,50.3999939,19.3900013,27.96875
100,0.8,13.3,67.4,6.06,9.799999,28.13716,31.656271,1316.81,4.979305,19.5999985,14.4999981,23,67,47.9,83.2000046,81.6,86.2999954,16.6999989,12,51.1000023,19.36,28.47812462
100,1,13.4000006,70.2999954,5.98,9.899998,28.13716,31.9876785,1321.40552,4.979305,19.8000011,14.4999981,23,67.7,49.6,83.7000046,82.1,86.2999954,16.9,12,51.1999969,19.36,29.390625
100,0.8,13.4000006,69.7000046,5.98,10.1000013,28.13716,31.9876785,1317.72632,4.979305,19.8000011,14.4999981,23,68.1,51,84.2,82.4,86.2999954,16.9,12.1,50.8999939,19.4700012,30.30312347
100,0.8,13.4000006,68.4,5.98,10.1000013,28.5734749,32.1641121,1323.21082,4.979305,19.9,14.7000074,23,70.7000046,56.3000031,84.8999939,83.2000046,86.2999954,16.8,12,51.6000023,19.36,30.83437347
100,0.8,13.6,70.9,5.98,10.1000013,28.5734749,32.1641121,1314.60828,4.979305,19.9,14.7000074,23,70.5,57.5,85.2999954,83.9,86.2999954,16.8,12,51.3000031,19.4700012,31.94687271
100,0.8,13.6,69.9,5.98,10.1000013,28.5734749,32.1641121,1313.85327,4.979305,20.0999985,14.7000074,22,69.9,57.8,86.5,84.8999939,86.2999954,17,12.2,51.1000023,19.53,32.65000153
100,1,13.6,69.1,5.98,10.1000013,28.5734749,32.1641121,1317.136,4.979305,20.0999985,14.8,23,69.3,58.6000023,86.7,85.2999954,86.2999954,16.9,12.2,51.9000053,19.44,32.3125
100,1,13.6,71.4,5.98,10.1000013,28.5734749,32.1641121,1313.15894,4.979305,19.9999981,14.8,22,69.4,58.9999962,86.7999954,85.2999954,86.2999954,16.9,12.2,51.6999969,19.4700012,32.99687576
100,1,13.7,69.2999954,5.98,10.2999983,29.23867,32.81977,1321.52734,4.979305,20.3000011,14.8999987,23,69.8,60.5,87,85.6,86.2999954,17,12.2,51.6999969,19.42,34.03750229
100,1,13.7,70.4,5.98,10.2999983,29.23867,32.81977,1314.36328,4.979305,20.3000011,14.8999987,23,69.9,59.5000038,87.6,86.2,86.7999954,17.1,12.4,52.3,19.42,34.109375
100,1,13.9,71.9,5.98,10.2999983,29.23867,32.81977,1319.35388,4.979305,20.3000011,14.8999987,23,70.3,60.3,88.1,86.7,87.2,17.1,12.4,52.1000023,19.44,34.83749771
100,1,13.7999992,70.6,5.98,10.5000019,29.23867,32.81977,1308.76013,4.979305,20.3000011,15.100008,23,71,59.6000023,88.3,87.2,87.7,17.1,12.5,51.9000053,19.44,36.38750076
100,1,13.7999992,70.9,5.98,10.5000019,29.23867,32.81977,1306.83191,4.979305,20.3000011,15.100008,23,71.6,60.1000023,88.8,87.6,88.1,17.3,12.4,52.3,19.4700012,36.15312576
100,0.900000036,14,72.1,5.98,10.5000019,29.7369728,33.3204575,1316.973,4.979305,20.3000011,15.100008,23,71.9,60.6000023,89.1,87.9,88.5,17.3,12.4,52.3,19.44,37.04062271
100,0.900000036,13.7999992,70.4,5.98,10.2999983,29.7369728,33.2608528,1319.98389,4.979305,20.3000011,14.8999987,23,72,59.8999977,89.4,88.1,88.6,17.3,12.5,51.9000053,19.44,35.953125
100,0.900000036,13.7999992,71.4,5.98,10.2999983,29.7369728,33.2608528,1317.72632,4.979305,20.3000011,14.8999987,23,72.2,60.3,89.4,88.1,88.6,17.3,12.4,52.3,19.3900013,36.10312653
100,0.900000036,13.7999992,72.2,5.98,10.2999983,29.6582947,33.2608528,1319.17078,4.98097372,20.3000011,14.8999987,23,72.6,59.3,89.4,88.1,88.6,17.3,12.5,52.3,19.3900013,36.43125153
100,0.900000036,13.7999992,70.00001,6.04,10.2999983,29.6582947,33.2608528,1323.57556,4.98097372,20.3000011,14.8999987,23,72.7999954,59.5000038,89.4,88.1,88.7000046,17.3,12.5,52,19.3900013,35.60000229
100,0.900000036,13.7999992,71.6,6.04,10.2999983,29.6582947,33.2322426,1322.17651,4.98097372,20.3000011,14.8999987,23,73.4,59.7,89.4,87.8,88.5,17.3,12.4,52.4000053,19.44,33.38750076
100,0.900000036,13.7999992,71.4,6.04,10.2999983,29.6582947,33.2322426,1313.894,4.98097372,20.2000027,14.8999987,23,73,58.9999962,89.2000046,87.8,88.3,17.3,12.5,51.8,19.44,32.296875
100,0.8,13.7999992,69.7999954,6.04,10.2999983,29.6582947,33.2322426,1317.82813,4.98097372,20.0999985,14.8999987,23,72.7,57.7,89.2000046,87.6,88.2000046,17.3,12.5,52,19.3900013,31.72500229
100,1,13.7999992,72.2,6.04,10.2999983,29.6582947,33.2084,1315.64844,4.98097372,20.2000027,14.8999987,23,72.3999939,56.9,88.8,87.3,87.9,17.3,12.4,52.1999969,19.36,31.140625
100,1,13.7999992,72,6.04,10.2999983,29.7727356,33.2084,1315.81177,4.98097372,20.0999985,14.8999987,23,72.2,56.4,88.5,86.9,87.6,17.3,12.4,52.1999969,19.33,31.04062462
100,1,14,70.1,6.04,10.2,29.7727356,33.2084,1322.23755,4.98097372,20.0999985,14.8,23,71.9,56.1999969,88.2000046,86.7,87.4,17.3,12.4,52,19.4700012,31.02500153
100,1,14,72.7,6.04,10.0000019,29.7727356,33.406292,1318.03162,4.98097372,19.9,14.7000074,23,71.9,56,88,86.7,87.3,17.3,12.4,52.3,20.83,30.81249809
100,1,13.7999992,71.8,6.04,10.2,29.8204212,33.406292,1317.60413,4.98097372,20.0999985,14.7000074,23,71.8,55.8000031,87.8,86.4,87.1,17.3,12.5,51.9000053,19.85,30.75937653
100,1,13.7999992,70.1,6.04,10.1000013,29.80373,33.299,1319.17078,4.98097372,19.9,14.7000074,23,71.6,55.6,87.6,86.2,86.7,17.3,12.5,52,19.88,30.74687386
100,1,13.7999992,72.5,6.04,10.1000013,29.80373,33.299,1320.26819,4.98097372,19.9,14.7000074,23,71,55.1999969,87.4,86,86.7,17.3,12.5,52.3,20.37,30.91562462
100,1,13.9,71.6,6.04,10.1000013,29.80373,33.299,1317.82813,4.98097372,19.9,14.7000074,23,70.8,54.7,87.4,85.9,86.5,17.2,12.5,51.8,19.88,30.75312424
100,1,13.9,69.9,6.04,10.1000013,29.80373,33.2179375,1318.92676,4.98097372,19.9,14.600009,23,70.5,54.5,87.1,85.7,86.2,17.1,12.3,51.8,19.59,30.47812653
100,1,13.7999992,72.5,6.04,10.1000013,29.7250519,33.2179375,1321.54761,4.98097372,19.9,14.600009,23,70.7000046,54.4,86.9,85.7,86.2,17.1,12.5,52.3,20.54,29.75937462
100,1,14,71.4,6.04,10.1000013,29.7250519,33.3633728,1312.19849,4.98097372,20.0999985,14.8,23,71.6,54.0000038,86.9,85.5,86.2,17.3,12.4,52,20.49,28.38437653
100,1,13.9,69.2999954,6.04,10.1000013,29.8991,33.35622,1323.53528,4.98311949,19.9,14.7000074,23,71.6,53.2,86.9,85.2999954,85.7999954,17.3,12.5,52.4000053,20.05,28.40625
100,1,13.9,72.3,6.02,10.1000013,29.75843,33.2513161,1322.09558,4.98311949,19.9,14.7000074,23,71.5,52.8999977,86.5,85,85.7,17.3,12.3,52.1999969,21.33,28.19375038
100,1,13.7,71.2000046,6.02,10.1000013,29.75843,33.2513161,1321.24316,4.98311949,19.9,14.7000074,23,71.4,52.7,86.4,84.7999954,85.5,17.2,12.3,51.5,19.97,28.015625
100,1,13.7,68.7000046,6.02,9.799999,29.75843,33.2513161,1323.4541,4.98311949,19.7000027,14.600009,22,71.2000046,52.2,86,84.4,85.1,17.2,12.3,51.6000023,19.76,27.98750114
100,1,13.7,71.4,6.02,9.799999,29.75843,33.2513161,1317.09521,4.98311949,19.7000027,14.600009,22,70.6,52.2,85.7,84.1,84.7999954,17.1,12.1,51.8,19.4700012,27.65625191
100,1,13.7,70.4,6.02,9.799999,29.18145,32.6648,1300.20618,4.98311949,19.7000027,14.4,22,70.3,51.7,85.5,84.1,84.6,17.1,12.1,51.1999969,19.5,27.78437424
100,1,13.7,68.2999954,6.02,9.799999,29.18145,32.6648,1326.59167,4.98311949,19.5999985,14.4,22,70.2000046,51.7,85.2999954,83.6000061,84.3,16.9,12.1,51.6999969,19.53,27.87812424
100,1,13.6,71,6.02,9.799999,29.18145,32.6648,1323.81873,4.98311949,19.7000027,14.4,22,69.8,51.5,85.1,83.4,84.1,17,12.1,51.5,19.5,27.86875153
100,1,13.6,69.7000046,6.02,9.799999,29.18145,32.6648,1323.008,4.98311949,19.5,14.4,22,69.6,51.4,85.1,83.4,83.9,17,12.1,51,19.36,27.63125038
100,1,13.6,68.1,6.02,9.799999,28.9930935,32.48598,1317.482,4.98311949,19.5,14.4,22,69.4,51.3000031,84.7999954,83.2000046,83.7000046,16.9,12.1,51.6000023,19.36,27.77499771
100,1,13.6,71.1,6.02,9.799999,28.9930935,32.48598,1323.53528,4.98311949,19.5,14.4,22,69.3,51,84.7999954,83,83.7000046,17,12,51.4000053,19.42,27.74062538
100,1,13.6,69.00001,6.02,9.799999,28.8357372,32.48598,1322.03467,4.98311949,19.5,14.4,22,68.7,50.3000031,84.6,82.8,83.4,17,12.1,50.8999939,19.42,28.07500076
100,1,13.6,68.4,6.02,9.700001,28.8357372,32.48598,1322.339,4.98311949,19.5,14.0999975,22,68,50.1999969,84.2,82.7000046,83.4,16.8,12.1,51.6000023,19.3900013,28.36562347
100,1,13.500001,70.6,6.02,9.700001,28.6807632,32.2261,1319.37427,4.98311949,19.5,14.3000011,22,68,50.1999969,84.1,82.7000046,83.2000046,16.9,11.9000006,51.3000031,19.36,27.97187614
100,1,13.4000006,69.2000046,6.02,9.700001,28.6807632,32.2261,1316.50452,4.98311949,19.5,14.3000011,22,67.7999954,49.9,83.9,82.2000046,83,16.9,11.9000006,50.8000031,19.44,28.04999924
100,0.900000036,13.4000006,68.49999,6.02,9.700001,28.6807632,32.2261,1324.81128,4.98311949,19.5,14.4,22,67.7999954,50,83.7000046,82.2000046,83,16.8,11.9000006,51.4000053,19.44,28.19375038
100,0.900000036,13.4000006,70.7000046,6.02,9.700001,28.6807632,32.24279,1322.19678,4.986219,19.5,14.3000011,22,67.7999954,50.4,83.7000046,82.2000046,82.8,16.9,11.9000006,51.3000031,19.3900013,28.36562347
100,0.900000036,13.4000006,69.2999954,5.94,9.799999,28.6807632,32.24279,1316.21936,4.986219,19.5999985,14.4,22,67.7999954,50.1999969,83.8,82.2000046,83,16.8,12.1,50.8000031,19.44,28.55312538
100,0.900000036,13.4000006,69.00001,5.94,9.799999,28.79282,32.24279,1319.86194,4.986219,19.7000027,14.4,22,68.2,50.9,84,82.5,83,16.8,12,51.6000023,19.44,28.89687347
100,1,13.4000006,70.50001,5.94,9.799999,28.79282,32.24279,1318.35718,4.986219,19.5999985,14.4,22,70.2000046,55.5,84.2,82.5,83.3,16.9,12,51.1999969,19.42,29.44062424
100,1,13.6,69.4,5.94,10.0000019,28.79282,32.409687,1317.889,4.986219,19.5999985,14.4,22,71.7,58.8,84.2,82.8,83.5,16.8,12,51.1000023,19.4700012,30.07187462
100,1,13.6,69.6,5.94,9.899998,29.0073986,32.409687,1312.32129,4.986219,19.8000011,14.4,23,72.5,59.7,85,83.5,83.9,16.9,12.2,51.8,19.4700012,30.50625038
100,1,13.6,71.1,5.94,10.1000013,29.0073986,32.409687,1326.349,4.986219,19.8000011,14.4999981,22,71.9,60.8,85.5,83.9,84.5,17.1,12.2,51.6000023,19.44,31.20624924
100,1,13.6,69.7000046,5.94,10.1000013,29.0073986,32.7101,1323.73779,4.986219,19.8000011,14.600009,22,72.2,61.1,85.7,84.2,84.8999939,17,12.3,51.4000053,19.44,31.75
100,1,13.7,70.7999954,5.94,10.1000013,29.0073986,32.7101,1324.40625,4.986219,19.9999981,14.7000074,23,72.7999954,59.7,86.1,84.6,85.2999954,17,12.2,52.1999969,19.5,32.22812271
100,1,13.7,71.6,5.94,10.1000013,29.0073986,32.98905,1318.80481,4.986219,19.9,14.7000074,23,72.2999954,57.9,86.2999954,84.7999954,85.3999939,17,12.4,52,19.5,32.41249847
100,0.900000036,13.7,71.6,5.94,10.1000013,29.0073986,32.98905,1324.14307,4.986219,19.9,14.7000074,23,72.2999954,60.2,86.2999954,85,85.3999939,17,12.4,51.9000053,19.5,32.18437576
100,0.900000036,13.7,71.6,5.94,10.1000013,29.0073986,32.98905,1324.14307,4.986219,19.9,14.7000074,23,72.2999954,60.2,86.2999954,85,85.3999939,17,12.4,51.9000053,19.5,31.875
100,0.900000036,13.7,71.6,5.94,10.1000013,29.0073986,32.98905,1324.14307,4.986219,19.9,14.7000074,23,72.2999954,60.2,86.2999954,85,85.3999939,17,12.4,51.9000053,19.5,32.796875
100,1,13.9,69.6,5.94,10.1000013,29.0073986,32.98905,1321.1416,4.986219,19.9,14.7000074,23,74.2,60.0000038,87.4,86,85.3999939,17.1,12.4,51.6999969,19.53,32.53749847
100,1.1,13.7,71.6,5.94,10.1000013,29.0073986,32.98905,1321.304,4.986219,20.0999985,14.7000074,23,74.6,63.6,87.6,86.2,86.7999954,17.2,12.4,52.1999969,19.53,32.15000153
100,1,13.9,71.8,5.94,10.1000013,29.5557747,33.120182,1325.72192,4.986219,19.9999981,14.8,23,75,64.4,87.6,86.2,87,17.1,12.4,52,19.5,33.81874847
100,1,13.9,69.6,5.94,10.1000013,29.5557747,33.12734,1326.12659,4.980497,20.2000027,14.8,23,75,63.8000031,87.7,86.5,87.2,17.1,12.4,51.6999969,19.5,32.48125076
100,1.1,13.9,72.2,6.01,10.1000013,29.5557747,33.12734,1322.339,4.980497,19.9,14.600009,23,74.9,63.5,87.9,86.5,87.1,17.2,12.4,52.3,19.53,31.29999924
100,1,13.7,71.2000046,6.01,10.1000013,29.52716,33.1297226,1321.20251,4.980497,19.9,14.600009,23,73.2999954,58.4999962,87.6,86.2,86.9,17.2,12.4,51.6999969,19.4700012,31.32500076
100,1,13.7,68.9,6.01,9.899998,29.52716,32.9127579,1306.175,4.980497,19.9,14.4999981,23,73.1,57.6,87.3,86,86.5,17.1,12.1,51.1999969,19.4700012,30.47187614
100,0.900000036,13.6,71.4,6.01,10.0000019,29.1003857,32.6123428,1319.47571,4.980497,19.7000027,14.4,22,72,55.5,86.9,85.5,86.1,17,12.1,51.5,19.4700012,29.41874886
100,0.8,13.6,70.50001,6.01,9.799999,29.1003857,32.6123428,1326.32886,4.980497,19.7000027,14.4,22,71.4,55,86.2,84.8999939,85.7,17,12,50.8999939,19.42,29.04062653
100,0.900000036,13.6,68.2999954,6.01,9.799999,29.1003857,32.3906136,1326.95557,4.980497,19.7000027,14.4,22,71.7,54.6,85.7,84.5,85.2,16.8,12.1,51,19.42,28.55937576
100,0.6999999,13.4000006,70.7999954,6.01,9.799999,29.1003857,32.3906136,1330.26636,4.980497,19.7000027,14.4,22,71.7,54.3,85.5,84,84.5,16.9,12.1,51.1999969,19.44,28.24374962
100,0.900000036,13.500001,69.7999954,6.01,9.799999,28.6378479,32.1712646,1322.481,4.980497,19.5,14.3000011,22,71.5,53.8,85.1,83.7000046,84.3,16.9,11.9000006,50.6999969,19.44,27.96875
100,0.900000036,13.500001,67.9,6.01,9.799999,28.6378479,31.92092,1322.72412,4.980497,19.5,14.3000011,22,71.2000046,53.1000023,84.7999954,83.2000046,84.1,16.9,11.9000006,50.8000031,19.44,27.72499847
100,0.900000036,13.4000006,70.4,6.01,9.600001,28.6378479,31.92092,1322.60266,4.980497,19.5,14.3000011,22,70.4,52.4999962,84.6,83,83.6000061,16.8,11.9000006,50.8999939,19.42,27.93437576
100,0.8,13.4000006,69.2999954,6.01,9.600001,28.366045,31.92092,1326.12659,4.980497,19.5,14.3000011,22,69.9,51.8999977,84.1,82.7000046,83.2000046,16.8,11.8,50.5,19.44,27.78125191
100,0.6999999,13.4000006,67.2999954,6.01,9.600001,28.366045,31.7516422,1320.77612,4.980497,19.5,14.3000011,22,69.2,51.8,83.8,82.2000046,82.8,16.6999989,11.8,50.6000061,19.4700012,27.45625114
100,0.900000036,13.4000006,70.2000046,6.01,9.600001,28.26591,31.7516422,1316.973,4.980497,19.5,14.0999975,22,69.3,52.1000023,83.6000061,82.2000046,82.7000046,16.8,11.9000006,50.8999939,19.4700012,27.515625
100,0.6999999,13.4000006,69.2000046,6.01,9.600001,28.26591,31.7516422,1325.58057,4.980497,19.5,14.0999975,22,68.6,51.5,83.6000061,82,82.5,16.8,11.9000006,50.3999939,19.3900013,27.41875076
100,0.6999999,13.3,67.4,6.01,9.600001,28.3422031,31.851778,1323.17029,4.980497,19.5,14.2000017,22,68.4,51.4,83.4,81.8,82.3,16.6999989,11.8,51.3000031,19.3900013,27.31562614
100,0.8,13.3,70.4,6.01,9.600001,28.3422031,31.851778,1326.47034,4.98812628,19.5,14.3000011,22,68.2,51,83.2000046,81.6,82.3,16.8,11.8,50.8000031,19.3900013,27.30937576
100,0.8,13.3,69.2999954,5.91000032,9.700001,28.3422031,31.851778,1322.35913,4.98812628,19.5,14.3000011,22,68.1,50.8000031,83,81.4,82.3,16.6999989,11.8,50.5,19.3900013,27.29062462
100,0.8,13.3,67.4,5.91000032,9.700001,28.3422031,31.8851566,1325.0542,4.98812628,19.5,14.2000017,22,68.1,51,83,81.4,82.1,16.6999989,11.8,51.3000031,19.36,27.03124809
100,0.6999999,13.3,70.2999954,5.91000032,9.700001,28.3422031,31.8851566,1322.82581,4.98812628,19.5,14.0999975,22,68,50.6,83,81.4,82.1,16.8,12,51,19.36,26.93124962
100,0.6999999,13.3,69.2999954,5.91000032,9.700001,28.3422031,31.8851566,1326.69287,4.98812628,19.5,14.0999975,22,67.6,49.8,83,81.3,81.9,16.6999989,12,50.6000061,19.36,27.02187538
100,0.8,13.3,67.7000046,5.91000032,9.700001,28.3422031,31.8851566,1331.1936,4.98812628,19.5,14.0999975,22,67.6,49.8,82.8,81.1,81.9,16.6999989,12,51.1999969,19.44,26.89062309
100,0.6999999,13.500001,70.2999954,5.91000032,9.700001,28.3422031,31.8851566,1327.66284,4.98812628,19.5,14.3000011,22,67.6,50.1999969,82.8,81.1,81.9,16.6999989,12,51.1000023,19.42,26.53125
100,0.8,13.3,69.1,5.91000032,9.700001,28.4900246,32.0091362,1327.42053,4.98812628,19.5,14.0999975,22,67.2,49.3,82.7000046,81.1,81.8,16.6999989,12,50.6000061,19.4700012,26.74062538
100,0.8,13.3,68.1,5.91000032,9.700001,28.4900246,32.0091362,1323.4541,4.98812628,19.5,14.0999975,22,67.2,49.2,82.5,80.9,81.5,16.6999989,12,51.1000023,19.4700012,26.44999886
100,0.6999999,13.3,70.1,5.91000032,9.700001,28.4900246,32.0091362,1319.7196,4.98812628,19.3000011,14.2000017,22,67.2,49.1,82.5,80.9,81.5,16.8,12,51,19.44,26.25937462
100,0.8,13.4000006,68.4,5.91000032,9.700001,28.4900246,32.0091362,1323.96069,4.98812628,19.3000011,14.2000017,22,67.2,48.6999969,82.4,80.9,81.3,16.8,11.8,50.6000061,19.42,26.16562462
100,0.8,13.3,67.99999,5.91000032,9.600001,28.4900246,32.0091362,1326.59167,4.98812628,19.3000011,14.2000017,22,67,48.5,82.2000046,80.5,81.1,16.8,11.8,51.1000023,19.42,26.36249924
100,0.8,13.4000006,69.7000046,5.91000032,9.600001,28.4900246,32.0091362,1322.86621,4.98812628,19.4000015,14.2000017,22,66.7,48.5,82,80.4,81.1,16.8,11.9000006,50.6000061,19.42,26.390625
100,0.8,13.4000006,68.2999954,5.91000032,9.600001,28.4900246,32.0091362,1320.91833,4.98812628,19.4000015,14.2000017,22,66.7,48.6999969,82,80.2,80.9,16.8,11.9000006,50.3000031,19.3900013,26.6875
100,0.8,13.4000006,68.2000046,5.91000032,9.600001,28.4900246,31.68727,1319.31311,4.98812628,19.4000015,13.9999981,22,65.6,48.2,81.8,80.2,80.9,16.8,11.9000006,50.8000031,19.36,27.70625114
